issue_key,summary,status,resolution,priority,project,components,labels,environment,product,team,root_cause_extracted,fix_applied_extracted,workaround_extracted,key_findings,error_signature,fix_pattern,defect_type,failure_area,quality_score,is_fixed,is_cancelled,created,resolved
BACS-17547,"DF - data validation message is not understandable [Text change only, no UX]",Fixed,Fixed,Medium,BACS,Partner Portal: Asset Modelling,BETA_EU; Betadrop2b; DataFabric; Onboarding_Blocker,,PSJIRA,Phoenix,The data validation message was unclear and not updated as per the resolution description.,Updated the message text to make it more understandable and verified the fix in the stage environment.,,,,Data Sync-Integration,integration issue,Partner Portal: Asset Modelling | PSJIRA | Phoenix,0.94,True,False,2025-05-08,2025-05-13
BACS-17546,Subscription management : still named organisation instead of customer..,Fixed,Fixed,Low,BACS,,BETA_EU; Betadrop2b; Onboarding_Blocker,,PSJIRA,Partner Portal - Champions,,,,,,Access-Authorization,unknown,PSJIRA | Partner Portal - Champions,0.38,True,False,2025-05-08,2025-05-12
BACS-17543,Subscription activation failed,Fixed,Fixed,Medium,BACS,,BETA_EU; Betadrop2b; Onboarding_Blocker,,PSJIRA,Partner Portal - Champions,CFP factors were causing occasional subscription activation failures.,Adjusted CFP factors to resolve the issue.,,The issue was intermittent but significantly impacted customers when it occurred.,failed,UI-Frontend,functional bug,PSJIRA | Partner Portal - Champions,0.95,True,False,2025-05-08,2025-05-12
BACS-17542,Typical Pitfall: Save button is not visible and customer exits without saving ascociaitions..,Fixed,Fixed,High,BACS,,BETA_EU; Betadrop2b; Onboarding_Blocker,,PSJIRA,Partner Portal - Champions,"Save and Cancel buttons were not visible, causing users to exit without saving associations.",Added a footer that remains visible to ensure Save and Cancel buttons are always accessible.,,,,UI-Frontend,access issue,PSJIRA | Partner Portal - Champions,0.89,True,False,2025-05-08,2025-05-12
BACS-17541,"Organsiastion instead of ""Customer"" in Edit Gateway view..",Fixed,Fixed,3 - Normal,BACS,,BETA_EU; Betadrop2b; Onboarding_Blocker,,PSJIRA,Partner Portal - Champions,The term 'Organization' was used instead of 'Customer' in the Edit Gateway view.,Replaced all instances of 'Organization' with 'Customer' in the relevant screens.,,,,Access-Authorization,environment issue,PSJIRA | Partner Portal - Champions,0.89,True,False,2025-05-08,2025-05-12
BACS-17540,In Site overview there is no way to assign gateway from here - not clear how/where to do that.. [Assign gateway from Site view],Fixed,Fixed,Medium,BACS,,BETA_EU; Betadrop2b; Drop3; Drop3.2_Proposed; Onboarding_Blocker,,PSJIRA,Partner Portal - Legends,Global Point Capacity and BMS points were not supported by the existing gateway API.,Implemented navigation to the gateway module from the site-level screen.,,The ask was to link to existing functionality rather than rebuild the flow.,,UI-Frontend,integration issue,PSJIRA | Partner Portal - Legends,0.89,True,False,2025-05-08,2025-05-29
BACS-17538,Beta customer Site adress cannot be entered - computed corrdinates are wrong,Fixed,Fixed,High,BACS,,BETA_EU; Betadrop2b; Onboarding_Blocker,,PSJIRA,Partner Portal - Legends,"Country selection was mandatory for backend processing, but other fields like State and City were unnecessarily mandatory.",Made State and City fields optional and allowed users to input address and geo-coordinates directly.,,,failed,Data Sync-Integration,functional bug,PSJIRA | Partner Portal - Legends,0.95,True,False,2025-05-08,2025-05-15
BACS-17461,Save button is not visisble… customer just press ascociate site – and does not see save button and misses to save – happened also in sales meeting 3 out of 10 people happened this..,Fixed,Fixed,Low,BACS,Partner Portal: Org Site Management,BB; BETADROP2; BMS_Feedback; Onboarding_Blocker,,PSJIRA,Partner Portal - Champions,"Save button was not visible, leading users to miss saving their changes.",Added a footer with Save and Cancel buttons that remain visible on the Edit page.,,The issue was tested with multiple sites and did not recur after the fix.,not available; duplicate,UI-Frontend,data issue,Partner Portal: Org Site Management | PSJIRA | Partner Portal - Champions,1.0,True,False,2025-05-08,2025-05-14
BACS-17457,Wording confusing – should be customer instead of organization…,Fixed,Fixed,Low,BACS,Partner Portal: Org Site Management,BB; BETADROP2; BMS_Feedback; Onboarding_Blocker,,PSJIRA,Partner Portal - Champions,The term 'Organization' was confusing and needed to be replaced with 'Customer' in the Gateway Management page.,Replaced all instances of 'Organization' with 'Customer' across the Gateway Management page.,,,,Access-Authorization,unknown,Partner Portal: Org Site Management | PSJIRA | Partner Portal - Champions,0.94,True,False,2025-05-08,2025-05-09
BACS-17450,Wrong state texts in point,Fixed,Fixed,High,BACS,,BETA_EU; Betadrop2b; MustFix; Onboarding_Blocker,,PSJIRA,Go Green,Incorrect state text ('Inactive') and NaN values were being displayed due to configuration issues.,Ensured correct text is displayed based on the range configuration and fixed the NaN issue.,,The issue was related to the range configuration in the NCL Model file.,,Config-Environment,configuration issue,PSJIRA | Go Green,0.89,True,False,2025-05-08,2025-05-12
BACS-17449,Time consuming and error prone and complicated setup for schedules.. ( documentation update),Fixed,Fixed,High,BACS,Partner Apps: RBM Basic App,BETA_EU; BMS_Drop2; Betadrop2b; Onboarding_Blocker,,PSJIRA,Go Green,Enhancements to the RBM schedules were not prioritized for the current release.,Provided a demo recording and updated documentation to address user concerns.,,The issue was deprioritized for the current release cycle.,missing,Config-Environment,functional bug,Partner Apps: RBM Basic App | PSJIRA | Go Green,1.0,True,False,2025-05-08,2025-06-25
BACS-17446,Schedule with „default/empty“ days does not work and also give „not applicable“ error..,Fixed,Fixed,Medium,BACS,,BETA_EU; Onboarding_Blocker; betadrop2,,PSJIRA,Go Green,Schedules with default or empty days were not functioning correctly and displayed 'not applicable' errors.,"Verified and fixed the issue, ensuring schedules work as expected.",,,,Null Handling,functional bug,PSJIRA | Go Green,0.89,True,False,2025-05-08,2025-05-08
BACS-17445,Point values are not updating after loading equipment page delay 15 sec to 30 sec..showing zeros,Fixed,Fixed,High,BACS,Partner Apps: RBM Basic App,BETA_EU; BMS_Drop2; Betadrop2b; Drop3.1_Proposed; EU_GA_Plan; Onboarding_Blocker,,PSJIRA,Go Green,Point values were not updating immediately due to delays in fetching live values.,Deployed changes with AKS release version 0.1.3315 to address the delay.,"this is not a solution for the customer - why should an customer assume that a supervisor does not show live value before he has ""manually"" configured trend values ?","History was not enabled for all RBM points, causing delays in fetching live values.",,UI-Frontend,performance issue,Partner Apps: RBM Basic App | PSJIRA | Go Green,0.94,True,False,2025-05-08,2025-05-29
BACS-17443,Contradicting messages for Limit for Site graphic,Fixed,Fixed,3 - Normal,BACS,,Betadrop2b; MustFix; Onboarding_Blocker,,PSJIRA,Partner Portal - Legends,Contradictory messages were displayed for the site graphic limit.,"Resolved the issue, and the functionality now works as expected.",,,,Access-Authorization,functional bug,PSJIRA | Partner Portal - Legends,0.89,True,False,2025-05-08,2025-05-12
BACS-17441,"Cannot Edit Name of ""empty"" customer ORG -",Fixed,Fixed,High,BACS,,BETA_EU; Betadrop2b; Onboarding_Blocker,,PSJIRA,Partner Portal - Champions,Users could not edit the customer name if no site was associated with the customer.,Allowed users to edit the customer name even when no site is associated.,,,not available,Null Handling,unknown,PSJIRA | Partner Portal - Champions,0.95,True,False,2025-05-08,2025-05-14
BACS-17436,Clicking on model editor when only gateway but no site is assigned give confusing error message,Fixed,Fixed,3 - Normal,BACS,Partner Portal: Asset Modelling,BETA_EU; Betadrop2b; Onboarding_Blocker,,PSJIRA,Phoenix,,"Issue not observed in the Stage environment, so it was closed.",,403 API is not displaying any error on the UI.,missing; 403,UI-Frontend,functional bug,Partner Portal: Asset Modelling | PSJIRA | Phoenix,0.82,True,False,2025-05-08,2025-05-13
BACS-17432,"Customer confused about Template Management button - confuses flow, should be hidden",Fixed,Fixed,Low,BACS,,BETA_EU; BMS_Drop2; Betadrop2b; Drop3.1_Proposed; EU_GA_Plan; Onboarding_Blocker,,PSJIRA,Partner Portal - Legends,,The issue was fixed and deployed to the QAA environment.,,,,UI-Frontend,environment issue,PSJIRA | Partner Portal - Legends,0.71,True,False,2025-05-08,2025-05-26
BACS-17431,Inconsitent wording between Onboarding Portal overview and subscription management,Fixed,Fixed,3 - Normal,BACS,,BETA_EU; Betadrop2b; Onboarding_Blocker,,PSJIRA,IOT - Achievers,,"The inconsistent wording was corrected, and the names are now consistent in both locations.",,,,Config-Environment,environment issue,PSJIRA | IOT - Achievers,0.71,True,False,2025-05-08,2025-05-13
BACS-17427,(BACNet)Schedules are not showing up right after sync in RBM,Fixed,Fixed,High,BACS,,BETA_EU; Betadrop2b; MustFix; Onboarding_Blocker,,PSJIRA,Go Green,Default value was shown as Null and schedules were not appearing after sync.,"The default value issue was fixed, and schedules are now visible after asset modeling.",,,,Data Sync-Integration,integration issue,PSJIRA | Go Green,0.89,True,False,2025-05-08,2025-05-09
BACS-17425,Removing points (and re-sync) does not remove points from Model - DF [use unignored filer],Fixed,Fixed,High,BACS,Partner Portal: Asset Modelling,BETA_EU; BMS_Drop2; Betadrop2b; DataFabric; Drop3.1_Proposed; EU_GA_Plan; Onboarding_Blocker,,PSJIRA,Phoenix,,Filters for unignored points were verified and implemented to filter the data.,Workaround- Remove app association,,,Data Sync-Integration,integration issue,Partner Portal: Asset Modelling | PSJIRA | Phoenix,0.76,True,False,2025-05-08,2025-05-29
BACS-17420,Point value not showing - correctly,Fixed,Fixed,High,BACS,,Betadrop2b; Onboarding_Blocker,,PSJIRA,Go Green,Issue occurred due to localization using commas instead of dots for temperature units.,"Localization issue was handled, and the value now displays correctly.",,,,Access-Authorization,integration issue,PSJIRA | Go Green,0.89,True,False,2025-05-08,2025-05-08
BACS-17415,RBM alarming does not work for localized sites,Fixed,Fixed,Urgent,BACS,,BETADROP2; BETA_EU; BMS_Drop2; Drop3.1_Proposed; EU_GA_Plan; Onboarding_Blocker,,PSJIRA,Go Green,RBM was unable to parse the value in alarmState due to German localized values.,Used the 'toState' key instead of 'alarmState' to handle localized values.,For now workaround is to make alarm state to not to translate in gateway.,The issue was resolved for enum points but initially failed for string cases.,452; 457,UI-Frontend,performance issue,PSJIRA | Go Green,0.95,True,False,2025-05-08,2025-05-20
BACS-17413,RBM: Points are taking wrong precision,Fixed,Fixed,3 - Normal,BACS,,BB; BMS_Drop2; Betadrop2b; Drop3; Onboarding_Blocker,,PSJIRA,Go Green,,Precision value issue was resolved and verified after QA promotion.,,,missing,UI-Frontend,unknown,PSJIRA | Go Green,0.77,True,False,2025-05-08,2026-01-24
BACS-17342,Zion Church: An error occurred during certificate validation from details provided by forge link which results in a connection not being made to cloud.,Fixed,Fixed,Urgent,BACS,Connectivity: Connectivity Wizard,BACS_Drop1_GA; Drop1_GA; Drop2; drop2_ea; jira_escalated,,PSJIRA,Hammer,Certificates in the log were incomplete due to hlv cutting them off.,,"The error message: ""The profile for the user is a temporary profile"" looks like a Windows setup issue, not a CC issue.",The error message indicates a Windows setup issue rather than a CC issue.,ThrowCryptographicException; CryptographicException,Data Sync-Integration,functional bug,Connectivity: Connectivity Wizard | PSJIRA | Hammer,0.82,True,False,2025-05-07,2025-05-12
BACS-17338,Activation date of Users is wrongly displayed in Onboarding portal overview...,Fixed,Fixed,3 - Normal,BACS,,BETA_EU; Betadrop2b; Onboarding_Blocker,,PSJIRA,IOT - Achievers,"Find API onboarding did not occur until 1st May, so data was unavailable for April.",New user sync now only occurs when the SI Org/Customer Org is already provisioned.,,Access to the Find API was forbidden until 1st May.,,Data Sync-Integration,integration issue,PSJIRA | IOT - Achievers,0.89,True,False,2025-05-07,2025-05-14
BACS-17337,Users are counted twice if they are with different roles in customer and SI orgs,Fixed,Fixed,3 - Normal,BACS,,BETA_EU; Betadrop2b; Onboarding_Blocker,,PSJIRA,FL-Warriors,,Users are now restricted from being assigned multiple roles across different organizations.,,,,Access-Authorization,access issue,PSJIRA | FL-Warriors,0.71,True,False,2025-05-07,2025-05-14
BACS-17327,TITAN Ordering SPIE BETA for BMS-RBM-BASE-500 does not work - wrong Titan workflow,Fixed,Fixed,Critical,BACS,,BETA_EU; Betadrop2b; Onboarding_Blocker; TitanSKU,,PSJIRA,Dynamites_CBLD,,"Workflow for BMS-RBM-BASE-500 was corrected, and SKU price was updated.",,,500,Job-Workflow-Pipeline,unknown,PSJIRA | Dynamites_CBLD,0.77,True,False,2025-05-07,2025-05-14
BACS-17326,Titan : CEMS SKU's cannot be ordered for Swiss customer SPIE,Fixed,Fixed,Blocker,BACS,,BETA_EU; Betadrop2b; Onboarding_Blocker; TitanSKU,,PSJIRA,Spotters,,,,,not available; missing,Config-Environment,unknown,PSJIRA | Spotters,0.44,True,False,2025-05-07,2025-05-19
BACS-17285,Edge Browser Autofill causes issues entering all site Adress details,Fixed,Fixed,High,BACS,Partner Portal: Org Site Management,,,PSJIRA,Partner Portal - Legends,,A pull request was created and deployed to the development environment to address the issue.,,,,Deployment/Version,environment issue,Partner Portal: Org Site Management | PSJIRA | Partner Portal - Legends,0.76,True,False,2025-05-07,2025-07-02
BACS-17282,Climatec Beta - Unified APP sensor health not loading when points are there without history id,Fixed,Fixed,High,BACS,,Betadrop2b,,PSJIRA,Zimmer,"Points without history IDs were being published to apps, causing sensor health not to load.",A mandatory check was added to ensure points have history IDs before being published to apps.,,IB widgets now query only points associated with apps.,not loading,Data Sync-Integration,integration issue,PSJIRA | Zimmer,0.95,True,False,2025-05-07,2025-05-08
BACS-17279,HBS-BACS- [Multiple sites] Pulaski county public school: DF Onboarding is stuck,Fixed,Fixed,High,BACS,Partner Portal: Data Contextualization,BACS_Drop1_GA; Drop1_GA; Drop3.2_Proposed; Drop3.2_proposed; HBS_L3_Support; SiteBlockers; jira_escalated,,PSJIRA,Titan,A bug caused the list tag not to update for sites onboarded in the first two weeks of May.,The issue was fixed by addressing the bug and using cloned blob files as a workaround.,Cloning of blob files was used as a temporary workaround.,,Failed,UI-Frontend,functional bug,Partner Portal: Data Contextualization | PSJIRA | Titan,1.0,True,False,2025-05-07,2025-06-06
